Dataset	Experiment ID	Experiment Tag	MS Runs	Spectra Searched	Spectra ID'd	%Spectra ID'd	Distinct Peptides	Unique Peptides	Added Peptides	Cumulative Peptides	Distinct Canonical Proteins	Unique Canonical Proteins	Unique All Proteins	Added Canonical Proteins	Cumulative Canonical Proteins	Date Added	Pubmed Id or DOI	Instrument Name	Sample Category
PXD000865,RPXD001148	6238	Hs_Testis_LysC	24	347,248	83,619	24.08 %	21,397	217	1,826	536,531	2,475		3	5	12,356	2014-06-10	24870543	Orbitrap Elite	Testis
PXD000865,RPXD001148	6304	Hs_Thyroid_gland	24	400,075	123,389	30.84 %	24,594	81	551	537,082	2,156		1	2	12,358	2014-06-10	24870543	Orbitrap Elite	Thyroid Gland
PXD000865,RPXD001148	6277	Hs_Tonsil	24	334,868	112,367	33.56 %	36,269	110	801	537,883	2,905		1	6	12,364	2014-06-10	24870543	Orbitrap Elite	Other Anatomical Entities
PXD000865,RPXD001148	6292	Hs_Tube	24	248,224	131,505	52.98 %	34,831	30	340	538,223	2,546			9	12,373	2014-06-10	24870543	LTQ Orbitrap Velos	Other Anatomical Entities
PXD000865,RPXD001148	6227	Hs_Uterus_post-menopause	24	179,037	70,675	39.48 %	17,257	6	56	538,279	1,706			0	12,373	2014-06-10	24870543	LTQ Orbitrap Velos	Other Female Reproductive Organ
PXD000865,RPXD001148	6226	Hs_Uterus_pre-menopause	24	183,384	84,201	45.92 %	22,677	4	58	538,337	2,231			1	12,374	2014-06-10	24870543	LTQ Orbitrap Velos	Other Female Reproductive Organ
PXD000865,RPXD001148	6126	Hs_Colon	24	370,287	120,175	32.45 %	32,492	13	180	538,517	2,763		1	0	12,374	2014-06-10	24870543	Orbitrap Elite	Digestive System
PXD000865,RPXD001148	6187	Hs_Cardia	24	373,302	174,001	46.61 %	25,145	19	140	538,657	1,988			1	12,375	2014-06-10	24870543	LTQ Orbitrap Velos	Digestive System
PXD000865,RPXD001148	5992	Hs_Cerebral_cortex	24	327,045	86,010	26.30 %	12,362	5	131	538,788	1,298			2	12,377	2014-06-10	24870543	LTQ Orbitrap Velos	Brain
PXD000865,RPXD001148	6223	Hs_Vulva	24	188,172	60,198	31.99 %	16,037	27	134	538,922	1,230	1	12	7	12,384	2014-06-10	24870543	LTQ Orbitrap Velos	Other Female Reproductive Organ
PXD000865,RPXD001148	6293	Hs_Ascites	24	211,820	64,052	30.24 %	12,734	30	361	539,283	907		1	1	12,385	2014-06-10	24870543	LTQ Orbitrap Velos	Other Anatomical Entities
PXD000865,RPXD001148	6307	Hs_B-lymphocytes_TMT6plex	25	385,710	47,346	12.28 %	27,627	19	1,228	540,511	2,580		6	8	12,393	2014-06-10	24870543	LTQ Orbitrap Velos	Blood Cells
PXD000865,RPXD001148	6327	Hs_iES_cardiomyocytes_Cellzome	25	573,274	23,671	4.13 %	10,570	41	213	540,724	1,302		12	3	12,396	2014-06-10	24870543	Orbitrap Elite	Non Cancer Cell Lines
PXD000865,RPXD001148	6289	Hs_Placenta_TMT6_Cellzome_2	34	1,409,448	359,042	25.47 %	140,792	1,523	24,514	565,238	7,705		59	200	12,596	2014-06-10	24870543	Q Exactive	Placenta
PXD000865,RPXD001148	6320	Hs_Placenta_iTRAQ_Cellzome	1	9,864	2,787	28.25 %	2,410	8	56	565,294	202			0	12,596	2014-06-10	24870543	LTQ Orbitrap	Placenta
PXD000865,RPXD001148	6341	Hs_Placenta_TMT6_Cellzome_1	25	686,536	167,949	24.46 %	77,095	564	5,242	570,536	5,399		26	34	12,630	2014-06-10	24870543	Q Exactive	Placenta
PXD000865,RPXD001148	6262	Hs_Primary_T-cells_TMT6plex	25	623,438	156,024	25.03 %	80,220	656	6,270	576,806	5,246		2	34	12,664	2014-06-10	24870543	Orbitrap Elite	Blood Cells
PXD000865,RPXD001148	6288	Hs_Retinal_stem_cell_iTRAQ_3	16	281,585	87,031	30.91 %	47,727	152	1,882	578,688	3,600		6	24	12,688	2014-06-10	24870543	LTQ Orbitrap Velos	Non Cancer Cell Lines
PXD000865,RPXD001148	6318	Hs_Retinal_stem_cell_iTRAQ_2	15	287,005	105,584	36.79 %	36,261	139	1,542	580,230	2,642		6	11	12,699	2014-06-10	24870543	LTQ Orbitrap Velos	Non Cancer Cell Lines
PXD000865,RPXD001148	6248	Hs_Retinal_stem_cell_iTRAQ_1	16	266,612	89,491	33.57 %	40,972	102	861	581,091	3,136		5	3	12,702	2014-06-10	24870543	LTQ Orbitrap Velos	Non Cancer Cell Lines
PXD000865,RPXD001148	6335	Hs_MCF-7-3_TMT6plex	9	422,699	85,793	20.30 %	42,704	180	1,976	583,067	4,317		16	23	12,725	2014-06-10	24870543	Q Exactive	Cancer Cell Lines, Breast
PXD000865,RPXD001148	6284	Hs_MCF-7-2_TMT6plex	25	886,041	208,962	23.58 %	65,799	305	3,039	586,106	4,787		20	14	12,739	2014-06-10	24870543	Q Exactive	Cancer Cell Lines, Breast
PXD000865,RPXD001148	6321	Hs_A204_phospho_TMT6plex	42	1,289,545	204,427	15.85 %	89,248	630	9,055	595,161	6,336		33	154	12,893	2014-06-10	24870543	Q Exactive	Cancer Cell Lines, Other Anatomical Entities
PXD000865,RPXD001148	6252	Hs_MCF-7_phospho_TMT6plex	26	1,194,848	145,892	12.21 %	73,568	1,228	4,572	599,733	4,938		28	25	12,918	2014-06-10	24870543	Q Exactive	Cancer Cell Lines, Breast
PXD000900,RPXD001149	6313	Hs_Hela_ArgC_HCD	3	125,358	38,784	30.94 %	9,132	144	1,722	601,455	1,295			1	12,919	2014-05-13	24696503	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000900,RPXD001149	6325	Hs_Hela_ArgC-LysC_HCD	3	120,639	65,493	54.29 %	20,591	83	902	602,357	2,108			0	12,919	2014-05-13	24696503	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000900,RPXD001149	6315	Hs_Hela_AspN_HCD	30	1,093,904	318,503	29.12 %	28,029	10,619	25,257	627,614	3,102		154	26	12,945	2014-05-13	24696503	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000900,RPXD001149	6267	Hs_Hela_Chytry_HCD	3	127,760	33,401	26.14 %	10,261	2,132	5,074	632,688	1,443		20	4	12,949	2014-05-13	24696503	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000900,RPXD001149	6331	Hs_Hela_GluC_HCD	27	859,595	132,236	15.38 %	12,757	2,870	12,670	645,358	1,721		37	5	12,954	2014-05-13	24696503	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000900,RPXD001149	6339	Hs_Hela_LysC_HCD	3	136,902	70,372	51.40 %	17,237	350	2,700	648,058	2,262		1	1	12,955	2014-05-13	24696503	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000900,RPXD001149	6297	Hs_Hela_nonSpecific_CID	79	4,298,033	441,116	10.26 %	53,755	1,604	17,976	666,034	2,643		4	2	12,957	2014-05-13	24696503	Orbitrap Elite	Cancer Cell Lines, Other Female Reproductive Organ
PXD000900,RPXD001149	6342	Hs_Hela_nonSpecific_HCD	73	3,437,601	934,066	27.17 %	122,168	23,444	44,369	710,403	3,719		76	4	12,961	2014-05-13	24696503	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000900,RPXD001149	6337	Hs_Hela_Try_HCD	33	1,221,444	554,623	45.41 %	57,296	230	1,605	712,008	4,057		1	0	12,961	2014-05-13	24696503	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000900,RPXD001149	6461	Hs_HEK293_LysC_HCD	24	1,033,167	439,154	42.51 %	39,134	978	5,978	717,986	4,296		12	26	12,987	2014-05-30	24696503	Q Exactive	Non Cancer Cell Lines
PXD000900,RPXD001149	6460	Hs_HEK293_nonSpecific_CID	21	927,347	187,752	20.25 %	24,870	836	2,696	720,682	2,739		17	3	12,990	2014-05-30	24696503	Orbitrap Elite	Non Cancer Cell Lines
PXD000900,RPXD001149	6447	Hs_HEK293_Try_HCD	24	1,064,593	562,759	52.86 %	68,927	136	1,984	722,666	5,457		2	22	13,012	2014-05-30	24696503	Q Exactive	Non Cancer Cell Lines
PXD015899	6218	IschemiaOC_Proteome_PNNL	96	1,934,730	831,730	42.99 %	124,043	453	10,692	733,358	6,740		3	57	13,069	2014-04-09	24719451	LTQ Orbitrap Velos	Cancer, Ovary
PXD015901	9192	s015_breast_cancer_phospho_itraq4	481	10,513,055	440,801	4.19 %	57,608	720	7,896	741,254	4,314		3	22	13,091	2022-03-04		Q Exactive	Cancer, Breast
PXD015901	9670	s015_breast_cancer_proteome_itraq4	950	32,953,439	15,536,516	47.15 %	440,768	19,807	152,448	893,702	10,577		244	395	13,486	2022-03-04		Q Exactive	Cancer, Breast
PXD015903,PXD015908,S020,S026	6448	Ovarian_Cancer_iTRAQ_Glyco	132	1,937,289	506,149	26.13 %	6,990	570	4,479	898,181	735		7	17	13,503	2014-10-24	21720365	LTQ Orbitrap Velos	Cancer, Ovary
PXD015903,PXD015908,S020,S026	6450	Ovarian_Cancer_iTRAQ_JHUZ_1	1,099	16,923,597	7,892,800	46.64 %	157,580	658	10,560	908,741	8,437		6	45	13,548	2014-10-24	21720365	LTQ Orbitrap Velos	Cancer, Ovary
PXD015903,PXD015908,S020,S026	6454	Ovarian_Cancer_iTRAQ_PNNL_1	672	10,731,298	3,312,409	30.87 %	161,928	1,502	7,355	916,096	8,005		17	42	13,590	2014-10-24	21720365	LTQ Orbitrap Velos	Cancer, Ovary
PXD015903,PXD015908,S020,S026	6390	Ovarian_Cancer_iTRAQ_Phospho	276	3,610,380	476,493	13.20 %	34,330	247	4,055	920,151	3,979		4	51	13,641	2014-10-24	21720365	LTQ Orbitrap Velos	Cancer, Ovary
PXD015903,PXD015908,S020,S026	6576	Ovarian_Cancer_iTRAQ_Phospho_QExactive	72	1,631,581	201,457	12.35 %	26,828	83	434	920,585	3,164		4	3	13,644	2015-09-11	21720365	Q Exactive	Cancer, Ovary
PrePX253	9804	S022_coloncancer_proteome	1,425	12,941,445	4,800,871	37.10 %	63,557	35	1,092	921,677	5,031		1	11	13,655	2022-11-18	25043054	LTQ Orbitrap Velos	Cancer, Digestive System
MSV000079033	6583	IgY14_Supermix_depletion_PMI_P1_iTRAQ	30	1,173,628	281,871	24.02 %	45,489	1,285	10,463	932,140	2,069		6	59	13,714	2015-09-17	25724909	Q Exactive	Blood Plasma
MSV000079033	6589	IgY14_Supermix_depletion_PMI_P2_iTRAQ	28	1,048,922	288,963	27.55 %	38,883	468	3,941	936,081	1,897		15	16	13,730	2015-09-17	25724909	Q Exactive	Blood Plasma
MSV000079033	6585	IgY14_Supermix_depletion_PMI_P3_iTRAQ	30	1,088,990	278,461	25.57 %	39,786	356	1,738	937,819	1,898		6	6	13,736	2015-09-17	25724909	Q Exactive	Blood Plasma
MSV000079033	6591	IgY14_Supermix_depletion_PMI_P4_iTRAQ	30	1,043,882	256,299	24.55 %	33,705	367	1,274	939,093	1,648		8	2	13,738	2015-09-17	25724909	Q Exactive	Blood Plasma
MSV000079033	6590	IgY14_depletion_PMI_P1_iTRAQ	29	1,139,079	263,608	23.14 %	28,619	153	2,986	942,079	1,216		2	1	13,739	2015-09-17	25724909	Q Exactive	Blood Plasma
MSV000079033	6586	IgY14_depletion_PMI_P2_iTRAQ	30	1,151,565	249,823	21.69 %	23,504	83	906	942,985	961		11	1	13,740	2015-09-17	25724909	Q Exactive	Blood Plasma
MSV000079033	6582	IgY14_depletion_PMI_P3_iTRAQ	60	3,222,255	245,213	7.61 %	27,557	236	1,298	944,283	1,033			0	13,740	2015-09-17	25724909	Q Exactive	Blood Plasma
MSV000079033	6587	iTRAQ_TMT_Comparison_TMT10	28	899,482	180,433	20.06 %	31,038	310	2,868	947,151	1,350		8	3	13,743	2015-09-17	25724909	Q Exactive	Blood Plasma
MSV000079033	6588	iTRAQ_TMT_Comparison_TMT6	30	1,049,462	194,741	18.56 %	31,117	297	1,410	948,561	1,378		5	1	13,744	2015-09-17	25724909	Q Exactive	Blood Plasma
MSV000079033	6584	iTRAQ_TMT_Comparison_iTRAQ	28	1,045,070	249,068	23.83 %	34,037	443	1,499	950,060	1,386		1	2	13,746	2015-09-17	25724909	Q Exactive	Blood Plasma
PXD000612	6536	Hs_Hela_EGF	60	3,073,624	1,383,039	45.00 %	104,943	1,315	23,315	973,375	6,822		35	111	13,857	2015-08-27	25159151	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000612	6561	Hs_Hela_Mitosis	60	3,109,779	1,699,233	54.64 %	109,870	2,208	10,905	984,280	6,943	1	66	51	13,908	2015-08-27	25159151	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000612	6512	Hs_Hela_Tyr_EGF	28	1,845,582	835,607	45.28 %	68,316	246	1,390	985,670	5,741		5	7	13,915	2015-08-27	25159151	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000612	6542	Hs_Hela_Tyr_Mitosis	4	213,845	4,718	2.21 %	1,142	8	22	985,692	152		1	0	13,915	2015-08-27	25159151	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000612	6572	Hs_Hela_Tyr_Pervanadate	28	1,910,251	1,033,405	54.10 %	75,050	745	2,676	988,368	5,978		1	6	13,921	2015-08-27	25159151	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000612	6544	Hs_Hela_Tyr_unstimulated	3	146,313	11,355	7.76 %	2,528	26	52	988,420	390		13	1	13,922	2015-08-27	25159151	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000612	6550	Hs_Hela_unstimulated	91	5,033,758	2,367,545	47.03 %	117,668	4,065	9,482	997,902	7,044		24	29	13,951	2015-08-27	25159151	Q Exactive	Cancer Cell Lines, Other Female Reproductive Organ
PXD000953	6619	Hs_PanLibrary_CAL51	7	280,483	93,697	33.41 %	22,727	30	303	998,205	1,917			0	13,951	2015-11-02	25977788	AB Sciex 5600 QTOF	Cancer Cell Lines, Breast
PXD000953	6662	Hs_PanLibrary_HEK293	1	36,209	18,819	51.97 %	15,261	21	224	998,429	1,789		3	0	13,951	2015-11-02	25977788	AB Sciex 5600 QTOF	Non Cancer Cell Lines
PXD000953	6608	Hs_PanLibrary_HEK293_AP_1433	29	1,112,110	504,198	45.34 %	30,718	1,024	3,489	1,001,918	1,623		5	5	13,956	2015-11-02	25977788	AB Sciex 5600 QTOF	Non Cancer Cell Lines
PXD000953	6644	Hs_PanLibrary_HEK293_AP_Kinase	12	382,013	63,113	16.52 %	12,781	557	1,298	1,003,216	1,019		21	15	13,971	2015-11-02	25977788	AB Sciex 5600 QTOF	Non Cancer Cell Lines
PXD000953	6723	Hs_PanLibrary_HEK293_OGE	11	249,449	72,893	29.22 %	33,041	187	1,642	1,004,858	3,394		9	1	13,972	2015-11-02	25977788	AB Sciex 5600 QTOF	Non Cancer Cell Lines
PXD000953	6626	Hs_PanLibrary_HEK293_SEC	81	1,669,918	676,320	40.50 %	48,677	70	330	1,005,188	3,737		6	0	13,972	2015-11-02	25977788	AB Sciex 5600 QTOF	Non Cancer Cell Lines
PXD000953	6709	Hs_PanLibrary_Hela_PCT	9	205,131	115,557	56.33 %	20,661	8	73	1,005,261	1,874		1	0	13,972	2015-11-02	25977788	AB Sciex 5600 QTOF	Cancer Cell Lines, Other Female Reproductive Organ
PXD000953	6641	Hs_PanLibrary_Kidney_Gel	15	495,543	107,192	21.63 %	26,426	268	1,310	1,006,571	1,903			0	13,972	2015-11-02	25977788	AB Sciex 5600 QTOF	Kidney
PXD000953	6696	Hs_PanLibrary_Kidney_PCT	16	526,451	211,217	40.12 %	27,233	66	429	1,007,000	2,347			3	13,975	2015-11-02	25977788	AB Sciex 5600 QTOF	Kidney
PXD000953	6664	Hs_PanLibrary_LNCaP	7	255,343	88,559	34.68 %	27,820	105	513	1,007,513	2,756		1	1	13,976	2015-11-02	25977788	AB Sciex 5600 QTOF	Cancer Cell Lines, Other Male Reproductive Organ
PXD000953	6699	Hs_PanLibrary_Large_intestine	24	742,832	251,917	33.91 %	80,085	208	1,403	1,008,916	5,940		1	13	13,989	2015-11-02	25977788	AB Sciex 5600 QTOF	Digestive System
PXD000953	6610	Hs_PanLibrary_Lung_PCT	2	37,259	11,165	29.97 %	6,293	6	31	1,008,947	665		1	1	13,990	2015-11-02	25977788	AB Sciex 5600 QTOF	Lung
PXD000953	6715	Hs_PanLibrary_Monocytes	1	34,677	16,416	47.34 %	9,858	10	93	1,009,040	1,011		1	0	13,990	2015-11-02	25977788	AB Sciex 5600 QTOF	Blood Cells
PXD000953	6600	Hs_PanLibrary_Muscle_PCT	3	35,836	20,149	56.23 %	9,828	44	125	1,009,165	971		2	1	13,991	2015-11-02	25977788	AB Sciex 5600 QTOF	Other Anatomical Entities
PXD000953	6708	Hs_PanLibrary_NCI60_OGE	24	824,352	387,442	47.00 %	104,266	553	2,496	1,011,661	6,677		1	6	13,997	2015-11-02	25977788	AB Sciex 5600 QTOF	Cancer Cell Lines, Other Anatomical Entities
PXD000953	6638	Hs_PanLibrary_NCI60_PCT	13	454,434	273,968	60.29 %	28,913	25	88	1,011,749	2,348			0	13,997	2015-11-02	25977788	AB Sciex 5600 QTOF	Cancer Cell Lines, Other Anatomical Entities
PXD000953	6697	Hs_PanLibrary_Neutrophils	1	33,954	14,861	43.77 %	8,544	26	68	1,011,817	865		1	0	13,997	2015-11-02	25977788	AB Sciex 5600 QTOF	Blood Cells
PXD000953	6678	Hs_PanLibrary_Plasma	8	196,066	62,569	31.91 %	8,385	24	172	1,011,989	317		3	0	13,997	2015-11-02	25977788	AB Sciex 5600 QTOF	Blood Plasma
PXD000953	6620	Hs_PanLibrary_Purified_platelets	3	105,219	51,321	48.78 %	11,210	20	103	1,012,092	991			1	13,998	2015-11-02	25977788	AB Sciex 5600 QTOF	Blood Cells
PXD000953	6724	Hs_PanLibrary_THP1	27	1,151,511	289,728	25.16 %	78,947	279	1,465	1,013,557	5,920		17	24	14,022	2015-11-02	25977788	AB Sciex 5600 QTOF	Cancer Cell Lines, Blood
PXD000953	6624	Hs_PanLibrary_U2OS_Hela	24	758,431	196,007	25.84 %	55,934	74	338	1,013,895	4,972		1	4	14,026	2015-11-02		AB Sciex 5600 QTOF	Cancer Cell Lines, Other Anatomical Entities
PXD000953	6676	Hs_PanLibrary_U2OS_PCT	13	364,887	208,240	57.07 %	25,933	18	72	1,013,967	2,175			1	14,027	2015-11-02	25977788	AB Sciex 5600 QTOF	Cancer Cell Lines, Bone
PXD002179	6629	Hs_C-HPP_Testis_Regular-SDS-PAGE	83	2,387,082	834,969	34.98 %	80,747	113	2,292	1,016,259	5,959		1	66	14,093	2015-10-30	26282447	LTQ Orbitrap Velos	Testis
PXD002179	6606	Hs_C-HPP_Testis_Tricine-SDS-PAGE	66	1,829,059	615,230	33.64 %	63,769	20	332	1,016,591	5,327		2	10	14,103	2015-10-30	26282447	LTQ Orbitrap Velos	Testis
PXD002255	6690	Hs_C-HPP_EnrichmentStrategy_HCCLM6-NuclearMHCC97L	12	332,292	37,782	11.37 %	16,350	38	210	1,016,801	1,723		4	0	14,103	2015-10-30	26144840	LTQ Orbitrap Velos	Blood Plasma
PXD002367	6655	Hs_C-HPP_spermatozoa	63	300,784	45,344	15.08 %	9,885	61	1,748	1,018,549	960			77	14,180	2015-10-30	26168773	LTQ Orbitrap XL	Sperm
PXD005942	6614	Breast_BT_549	24	611,523	58,060	9.49 %	11,268	7	35	1,018,584	1,407		7	2	14,182	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Breast
PXD005942	6665	Breast_HS578T	24	570,315	51,316	9.00 %	10,383	5	24	1,018,608	1,181			0	14,182	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Breast
PXD005942	6681	Breast_MCF7	24	627,603	54,089	8.62 %	18,052	7	25	1,018,633	1,856		1	0	14,182	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Breast
PXD005942	6611	Breast_MCF_7-AdrR	24	670,242	86,930	12.97 %	24,934	7	65	1,018,698	2,270		3	0	14,182	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Breast
PXD005942	6642	Breast_MDA_MB_231	24	599,001	79,082	13.20 %	17,010	9	28	1,018,726	1,825		3	0	14,182	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Breast
PXD005942	7320	Breast_MDA_MB_435	24	455,997	62,588	13.73 %	11,339	11	26	1,018,752	1,373		1	0	14,182	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Other Anatomical Entities
PXD005942	6658	Breast_T47D	24	460,212	62,930	13.67 %	13,694	14	19	1,018,771	1,562		16	0	14,182	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Breast
PXD005942	6649	CNS_SF_268	24	599,979	60,168	10.03 %	20,712	16	86	1,018,857	1,907		3	1	14,183	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Brain
PXD005942	6682	CNS_SF_295	24	570,249	64,088	11.24 %	14,238	8	17	1,018,874	1,583		1	0	14,183	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Brain
PXD005942	6635	CNS_SF_539	24	592,761	67,102	11.32 %	16,093	8	39	1,018,913	1,578		1	0	14,183	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Brain
PXD005942	6705	CNS_SNB_19	24	692,736	79,462	11.47 %	13,161	5	25	1,018,938	1,538		2	0	14,183	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Brain
PXD005942	6679	CNS_SNB_75	24	589,737	96,099	16.30 %	22,195	10	43	1,018,981	2,028		1	0	14,183	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Brain
PXD005942	6677	CNS_U251	24	657,081	87,498	13.32 %	22,262	5	30	1,019,011	2,135		4	0	14,183	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Brain
PXD005942	6621	Colon_COLO205	24	559,086	75,123	13.44 %	18,966	6	37	1,019,048	1,889		4	0	14,183	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Digestive System
PXD005942	6675	Colon_HCC_2998	24	554,448	77,086	13.90 %	21,577	6	24	1,019,072	2,103			0	14,183	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Digestive System
PXD005942	6660	Colon_HCT_116	24	541,221	16,458	3.04 %	6,233	4	6	1,019,078	484		3	0	14,183	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Digestive System
PXD005942	6607	Colon_HCT_15	24	512,061	57,408	11.21 %	17,385	13	22	1,019,100	1,636		2	0	14,183	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Digestive System
PXD005942	6653	Colon_HT29	24	637,797	83,428	13.08 %	22,645	16	28	1,019,128	2,156		2	1	14,184	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Digestive System
PXD005942	6704	Colon_KM12	24	616,329	69,303	11.24 %	24,558	9	34	1,019,162	2,241		3	0	14,184	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Digestive System
PXD005942	6674	Colon_SW_620	24	677,601	63,492	9.37 %	12,547	5	12	1,019,174	1,598		2	0	14,184	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Digestive System
PXD005942	6622	KinomeProfiles	118	2,672,682	421,808	15.78 %	9,729	64	296	1,019,470	874		1	3	14,187	2015-11-02	23933261	LTQ Orbitrap XL	Cancer, Other Anatomical Entities
PXD005942	6703	Leukemia_CCRF_CEM	24	556,824	62,410	11.21 %	20,616	15	74	1,019,544	1,922			1	14,188	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Blood
PXD005942	6634	Leukemia_HL_60	24	678,399	75,795	11.17 %	11,580	10	28	1,019,572	1,238		13	1	14,189	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Blood
PXD005942	6633	Leukemia_K_562	24	592,833	52,571	8.87 %	12,255	8	14	1,019,586	1,464		21	0	14,189	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Blood
PXD005942	6721	Leukemia_MOLT_4	24	528,477	42,932	8.12 %	14,359	9	20	1,019,606	1,409		2	2	14,191	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Blood
PXD005942	6669	Leukemia_RPMI_8226	24	574,458	61,911	10.78 %	16,670	13	23	1,019,629	1,562		3	0	14,191	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Blood
PXD005942	6599	Leukemia_SR	24	596,511	77,171	12.94 %	14,440	1	23	1,019,652	1,696			0	14,191	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Blood
PXD005942	6597	Melanoma_LOXIMVI	24	593,181	82,075	13.84 %	10,552	7	11	1,019,663	1,253		4	1	14,192	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Skin
PXD005942	6683	Melanoma_M14	24	650,754	84,968	13.06 %	22,412	12	27	1,019,690	2,258		1	0	14,192	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Skin
PXD005942	6613	Melanoma_MALME_3M	24	559,287	68,065	12.17 %	19,996	19	51	1,019,741	1,970		14	2	14,194	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Skin
PXD005942	6612	Melanoma_SK_MEL_2	24	577,176	75,813	13.14 %	14,125	10	21	1,019,762	1,489		2	1	14,195	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Skin
PXD005942	6651	Melanoma_SK_MEL_28	24	410,955	57,154	13.91 %	11,670	5	20	1,019,782	1,599		2	1	14,196	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Skin
PXD005942	6720	Melanoma_SK_MEL_5	24	477,867	81,632	17.08 %	22,011	8	37	1,019,819	2,121		4	1	14,197	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Skin
PXD005942	6701	Melanoma_UACC_257	24	669,978	76,087	11.36 %	16,533	6	19	1,019,838	1,899		2	1	14,198	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Skin
PXD005942	6648	Melanoma_UACC_62	24	675,081	81,408	12.06 %	19,267	13	43	1,019,881	2,020		2	1	14,199	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Skin
PXD005942	6680	Non-Small_Cell_Lung_A549	22	600,132	67,691	11.28 %	12,487	7	26	1,019,907	1,426		19	0	14,199	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Lung
PXD005942	6628	Non-Small_Cell_Lung_EKVX	24	441,582	62,040	14.05 %	13,699	11	19	1,019,926	1,859		2	1	14,200	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Lung
PXD005942	6598	Non-Small_Cell_Lung_HOP_62	24	396,711	59,740	15.06 %	11,346	9	21	1,019,947	1,651		3	0	14,200	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Lung
PXD005942	6650	Non-Small_Cell_Lung_HOP_92	24	559,920	65,089	11.62 %	19,162	11	26	1,019,973	1,815		1	0	14,200	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Lung
PXD005942	6615	Non-Small_Cell_Lung_NCI_H226	24	635,436	92,694	14.59 %	24,020	20	44	1,020,017	2,106		2	1	14,201	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Lung
PXD005942	6666	Non-Small_Cell_Lung_NCI_H23	24	480,036	47,302	9.85 %	17,340	13	25	1,020,042	1,684		8	0	14,201	2015-11-02	23933261	LTQ Orbitrap XL	Cancer Cell Lines, Lung
